dataset:   breast-cancer.npz
latency:  0.00209903717041
request: 3958 {u'default': False, u'output': 1.0, u'query_id': 50981}
latency:  0.00278496742249
request: 3959 {u'default': False, u'output': 0.0, u'query_id': 50983}
latency:  0.00235819816589
request: 3960 {u'default': False, u'output': 1.0, u'query_id': 50985}
latency:  0.00236105918884
request: 3961 {u'default': False, u'output': 0.0, u'query_id': 50987}
latency:  0.00272393226624
request: 3962 {u'default': False, u'output': 1.0, u'query_id': 50989}
latency:  0.00269794464111
request: 3963 {u'default': False, u'output': 1.0, u'query_id': 50991}
latency:  0.00209903717041
request: 3964 {u'default': False, u'output': 1.0, u'query_id': 50993}
latency:  0.0028669834137
request: 3965 {u'default': False, u'output': 1.0, u'query_id': 50995}
latency:  0.00327897071838
request: 3966 {u'default': False, u'output': 0.0, u'query_id': 50997}
latency:  0.00172591209412
request: 3967 {u'default': False, u'output': 1.0, u'query_id': 50999}
latency:  0.00231003761292
request: 3968 {u'default': False, u'output': 1.0, u'query_id': 51001}
latency:  0.00275707244873
request: 3969 {u'default': False, u'output': 0.0, u'query_id': 51003}
latency:  0.0019679069519
request: 3970 {u'default': False, u'output': 1.0, u'query_id': 51005}
latency:  0.00345396995544
request: 3971 {u'default': False, u'output': 1.0, u'query_id': 51007}
latency:  0.0021390914917
request: 3972 {u'default': False, u'output': 1.0, u'query_id': 51009}
latency:  0.00254893302917
request: 3973 {u'default': False, u'output': 1.0, u'query_id': 51011}
latency:  0.00329899787903
request: 3974 {u'default': False, u'output': 1.0, u'query_id': 51013}
latency:  0.00190901756287
request: 3975 {u'default': False, u'output': 1.0, u'query_id': 51015}
latency:  0.00357699394226
request: 3976 {u'default': False, u'output': 1.0, u'query_id': 51016}
latency:  0.00237393379211
request: 3977 {u'default': False, u'output': 0.0, u'query_id': 51019}
latency:  0.00353693962097
request: 3978 {u'default': False, u'output': 1.0, u'query_id': 51021}
latency:  0.00438904762268
request: 3979 {u'default': False, u'output': 1.0, u'query_id': 51024}
latency:  0.00272989273071
request: 3980 {u'default': False, u'output': 0.0, u'query_id': 51026}
latency:  0.00269412994385
request: 3981 {u'default': False, u'output': 1.0, u'query_id': 51027}
latency:  0.00275588035583
request: 3982 {u'default': False, u'output': 0.0, u'query_id': 51029}
latency:  0.0023181438446
request: 3983 {u'default': False, u'output': 1.0, u'query_id': 51031}
latency:  0.00270795822144
request: 3984 {u'default': False, u'output': 0.0, u'query_id': 51033}
latency:  0.00229597091675
request: 3985 {u'default': False, u'output': 0.0, u'query_id': 51036}
latency:  0.0024139881134
request: 3986 {u'default': False, u'output': 1.0, u'query_id': 51037}
latency:  0.0026171207428
request: 3987 {u'default': False, u'output': 1.0, u'query_id': 51040}
latency:  0.00324201583862
request: 3988 {u'default': False, u'output': 0.0, u'query_id': 51042}
latency:  0.00197386741638
request: 3989 {u'default': False, u'output': 1.0, u'query_id': 51044}
latency:  0.00222897529602
request: 3990 {u'default': False, u'output': 0.0, u'query_id': 51045}
latency:  0.0019428730011
request: 3991 {u'default': False, u'output': 0.0, u'query_id': 51048}
latency:  0.00406694412231
request: 3992 {u'default': False, u'output': 0.0, u'query_id': 51050}
latency:  0.00302791595459
request: 3993 {u'default': False, u'output': 1.0, u'query_id': 51052}
latency:  0.0026159286499
request: 3994 {u'default': False, u'output': 0.0, u'query_id': 51054}
latency:  0.0032479763031
request: 3995 {u'default': False, u'output': 0.0, u'query_id': 51056}
latency:  0.00217890739441
request: 3996 {u'default': False, u'output': 0.0, u'query_id': 51058}
latency:  0.00239777565002
request: 3997 {u'default': False, u'output': 1.0, u'query_id': 51060}
latency:  0.00239300727844
request: 3998 {u'default': False, u'output': 1.0, u'query_id': 51062}
latency:  0.00207209587097
request: 3999 {u'default': False, u'output': 1.0, u'query_id': 51064}
latency:  0.00294303894043
request: 4000 {u'default': False, u'output': 1.0, u'query_id': 51066}
latency:  0.00262713432312
request: 4001 {u'default': False, u'output': 0.0, u'query_id': 51069}
latency:  0.00279188156128
request: 4002 {u'default': False, u'output': 1.0, u'query_id': 51071}
latency:  0.00252223014832
request: 4003 {u'default': False, u'output': 0.0, u'query_id': 51072}
latency:  0.00204491615295
request: 4004 {u'default': False, u'output': 1.0, u'query_id': 51075}
latency:  0.00281095504761
request: 4005 {u'default': False, u'output': 1.0, u'query_id': 51076}
latency:  0.00217199325562
request: 4006 {u'default': False, u'output': 1.0, u'query_id': 51079}
latency:  0.00228309631348
request: 4007 {u'default': False, u'output': 1.0, u'query_id': 51081}
latency:  0.00243306159973
request: 4008 {u'default': False, u'output': 0.0, u'query_id': 51083}
latency:  0.00540709495544
request: 4009 {u'default': False, u'output': 1.0, u'query_id': 51085}
latency:  0.00309586524963
request: 4010 {u'default': False, u'output': 0.0, u'query_id': 51087}
latency:  0.00217890739441
request: 4011 {u'default': False, u'output': 1.0, u'query_id': 51089}
latency:  0.00351309776306
request: 4012 {u'default': False, u'output': 1.0, u'query_id': 51091}
latency:  0.00333404541016
request: 4013 {u'default': False, u'output': 1.0, u'query_id': 51093}
latency:  0.00273108482361
request: 4014 {u'default': False, u'output': 1.0, u'query_id': 51095}
latency:  0.00355100631714
request: 4015 {u'default': False, u'output': 0.0, u'query_id': 51098}
latency:  0.00301313400269
request: 4016 {u'default': False, u'output': 1.0, u'query_id': 51100}
latency:  0.0027220249176
request: 4017 {u'default': False, u'output': 1.0, u'query_id': 51102}
latency:  0.0025908946991
request: 4018 {u'default': False, u'output': 1.0, u'query_id': 51104}
latency:  0.00284099578857
request: 4019 {u'default': False, u'output': 0.0, u'query_id': 51106}
latency:  0.00298595428467
request: 4020 {u'default': False, u'output': 1.0, u'query_id': 51108}
latency:  0.00235295295715
request: 4021 {u'default': False, u'output': 1.0, u'query_id': 51110}
latency:  0.00320291519165
request: 4022 {u'default': False, u'output': 1.0, u'query_id': 51111}
latency:  0.002366065979
request: 4023 {u'default': False, u'output': 1.0, u'query_id': 51113}
latency:  0.00283813476562
request: 4024 {u'default': False, u'output': 1.0, u'query_id': 51115}
latency:  0.00250911712646
request: 4025 {u'default': False, u'output': 0.0, u'query_id': 51117}
latency:  0.00224995613098
request: 4026 {u'default': False, u'output': 1.0, u'query_id': 51120}
latency:  0.00267887115479
request: 4027 {u'default': False, u'output': 1.0, u'query_id': 51122}
latency:  0.00265383720398
request: 4028 {u'default': False, u'output': 1.0, u'query_id': 51124}
latency:  0.00436115264893
request: 4029 {u'default': False, u'output': 0.0, u'query_id': 51126}
latency:  0.00347185134888
request: 4030 {u'default': False, u'output': 0.0, u'query_id': 51129}
latency:  0.00282096862793
request: 4031 {u'default': False, u'output': 0.0, u'query_id': 51130}
latency:  0.00322508811951
request: 4032 {u'default': False, u'output': 1.0, u'query_id': 51132}
latency:  0.00322484970093
request: 4033 {u'default': False, u'output': 0.0, u'query_id': 51134}
latency:  0.00222611427307
request: 4034 {u'default': False, u'output': 0.0, u'query_id': 51137}
latency:  0.00231003761292
request: 4035 {u'default': False, u'output': 0.0, u'query_id': 51138}
latency:  0.00203418731689
request: 4036 {u'default': False, u'output': 1.0, u'query_id': 51140}
latency:  0.00204801559448
request: 4037 {u'default': False, u'output': 1.0, u'query_id': 51143}
latency:  0.00248908996582
request: 4038 {u'default': False, u'output': 1.0, u'query_id': 51144}
latency:  0.00273203849792
request: 4039 {u'default': False, u'output': 0.0, u'query_id': 51146}
latency:  0.00287795066833
request: 4040 {u'default': False, u'output': 0.0, u'query_id': 51148}
latency:  0.00259900093079
request: 4041 {u'default': False, u'output': 1.0, u'query_id': 51150}
latency:  0.00262594223022
request: 4042 {u'default': False, u'output': 0.0, u'query_id': 51152}
latency:  0.00251793861389
request: 4043 {u'default': False, u'output': 0.0, u'query_id': 51154}
latency:  0.00303983688354
request: 4044 {u'default': False, u'output': 0.0, u'query_id': 51156}
latency:  0.00226712226868
request: 4045 {u'default': False, u'output': 0.0, u'query_id': 51158}
latency:  0.00293302536011
request: 4046 {u'default': False, u'output': 1.0, u'query_id': 51161}
latency:  0.00396800041199
request: 4047 {u'default': False, u'output': 0.0, u'query_id': 51163}
latency:  0.00342202186584
request: 4048 {u'default': False, u'output': 1.0, u'query_id': 51165}
latency:  0.00307989120483
request: 4049 {u'default': False, u'output': 0.0, u'query_id': 51167}
latency:  0.00373196601868
request: 4050 {u'default': False, u'output': 1.0, u'query_id': 51170}
latency:  0.0022828578949
request: 4051 {u'default': False, u'output': 1.0, u'query_id': 51172}
latency:  0.0027117729187
request: 4052 {u'default': False, u'output': 1.0, u'query_id': 51174}
latency:  0.00354194641113
request: 4053 {u'default': False, u'output': 1.0, u'query_id': 51176}
latency:  0.00217008590698
request: 4054 {u'default': False, u'output': 1.0, u'query_id': 51178}
latency:  0.00342512130737
request: 4055 {u'default': False, u'output': 0.0, u'query_id': 51180}
latency:  0.003662109375
request: 4056 {u'default': False, u'output': 1.0, u'query_id': 51182}
latency:  0.00359606742859
request: 4057 {u'default': False, u'output': 0.0, u'query_id': 51184}
latency:  0.00190091133118
request: 4058 {u'default': False, u'output': 0.0, u'query_id': 51186}
latency:  0.00259709358215
request: 4059 {u'default': False, u'output': 1.0, u'query_id': 51188}
latency:  0.00285816192627
request: 4060 {u'default': False, u'output': 1.0, u'query_id': 51190}
latency:  0.00355195999146
request: 4061 {u'default': False, u'output': 1.0, u'query_id': 51193}
latency:  0.00231695175171
request: 4062 {u'default': False, u'output': 1.0, u'query_id': 51194}
latency:  0.00218892097473
request: 4063 {u'default': False, u'output': 0.0, u'query_id': 51196}
latency:  0.00322794914246
request: 4064 {u'default': False, u'output': 1.0, u'query_id': 51198}
latency:  0.00222587585449
request: 4065 {u'default': False, u'output': 0.0, u'query_id': 51201}
latency:  0.00302195549011
request: 4066 {u'default': False, u'output': 1.0, u'query_id': 51203}
latency:  0.00265097618103
request: 4067 {u'default': False, u'output': 1.0, u'query_id': 51205}
latency:  0.0025520324707
request: 4068 {u'default': False, u'output': 1.0, u'query_id': 51207}
latency:  0.0021698474884
request: 4069 {u'default': False, u'output': 1.0, u'query_id': 51209}
latency:  0.00222206115723
request: 4070 {u'default': False, u'output': 1.0, u'query_id': 51211}
latency:  0.00456786155701
request: 4071 {u'default': False, u'output': 1.0, u'query_id': 51213}
latency:  0.00269603729248
request: 4072 {u'default': False, u'output': 0.0, u'query_id': 51216}
latency:  0.00327801704407
request: 4073 {u'default': False, u'output': 1.0, u'query_id': 51218}
latency:  0.00228786468506
request: 4074 {u'default': False, u'output': 0.0, u'query_id': 51220}
latency:  0.00230002403259
request: 4075 {u'default': False, u'output': 1.0, u'query_id': 51222}
latency:  0.00315403938293
request: 4076 {u'default': False, u'output': 1.0, u'query_id': 51224}
latency:  0.00190687179565
request: 4077 {u'default': False, u'output': 1.0, u'query_id': 51226}
latency:  0.00219202041626
request: 4078 {u'default': False, u'output': 1.0, u'query_id': 51228}
latency:  0.00226807594299
request: 4079 {u'default': False, u'output': 0.0, u'query_id': 51229}
latency:  0.00247883796692
request: 4080 {u'default': False, u'output': 1.0, u'query_id': 51232}
latency:  0.00220394134521
request: 4081 {u'default': False, u'output': 1.0, u'query_id': 51233}
latency:  0.00227689743042
request: 4082 {u'default': False, u'output': 0.0, u'query_id': 51235}
latency:  0.00369596481323
request: 4083 {u'default': False, u'output': 0.0, u'query_id': 51238}
latency:  0.00239586830139
request: 4084 {u'default': False, u'output': 0.0, u'query_id': 51239}
latency:  0.00346899032593
request: 4085 {u'default': False, u'output': 1.0, u'query_id': 51242}
latency:  0.00360417366028
request: 4086 {u'default': False, u'output': 1.0, u'query_id': 51244}
latency:  0.00326704978943
request: 4087 {u'default': False, u'output': 0.0, u'query_id': 51246}
latency:  0.0034818649292
request: 4088 {u'default': False, u'output': 1.0, u'query_id': 51248}
latency:  0.00202107429504
request: 4089 {u'default': False, u'output': 1.0, u'query_id': 51250}
latency:  0.00189781188965
request: 4090 {u'default': False, u'output': 1.0, u'query_id': 51252}
latency:  0.00258302688599
request: 4091 {u'default': False, u'output': 0.0, u'query_id': 51254}
latency:  0.00246691703796
request: 4092 {u'default': False, u'output': 1.0, u'query_id': 51256}
latency:  0.00231194496155
request: 4093 {u'default': False, u'output': 0.0, u'query_id': 51258}
latency:  0.00205302238464
request: 4094 {u'default': False, u'output': 0.0, u'query_id': 51260}
latency:  0.00222206115723
request: 4095 {u'default': False, u'output': 0.0, u'query_id': 51261}
latency:  0.00202703475952
request: 4096 {u'default': False, u'output': 0.0, u'query_id': 51263}
latency:  0.00213599205017
request: 4097 {u'default': False, u'output': 1.0, u'query_id': 51266}
latency:  0.00225806236267
request: 4098 {u'default': False, u'output': 0.0, u'query_id': 51267}
latency:  0.00204396247864
request: 4099 {u'default': False, u'output': 1.0, u'query_id': 51269}
latency:  0.00284910202026
request: 4100 {u'default': False, u'output': 1.0, u'query_id': 51271}
latency:  0.00374817848206
request: 4101 {u'default': False, u'output': 1.0, u'query_id': 51274}
latency:  0.00339698791504
request: 4102 {u'default': False, u'output': 1.0, u'query_id': 51276}
latency:  0.00302386283875
request: 4103 {u'default': False, u'output': 1.0, u'query_id': 51278}
latency:  0.00250887870789
request: 4104 {u'default': False, u'output': 0.0, u'query_id': 51280}
latency:  0.00347590446472
request: 4105 {u'default': False, u'output': 1.0, u'query_id': 51282}
latency:  0.00280809402466
request: 4106 {u'default': False, u'output': 1.0, u'query_id': 51284}
latency:  0.0035080909729
request: 4107 {u'default': False, u'output': 1.0, u'query_id': 51286}
latency:  0.00204801559448
request: 4108 {u'default': False, u'output': 0.0, u'query_id': 51288}
latency:  0.00280499458313
request: 4109 {u'default': False, u'output': 0.0, u'query_id': 51290}
latency:  0.00196504592896
request: 4110 {u'default': False, u'output': 1.0, u'query_id': 51292}
latency:  0.00204396247864
request: 4111 {u'default': False, u'output': 1.0, u'query_id': 51294}
latency:  0.00200295448303
request: 4112 {u'default': False, u'output': 0.0, u'query_id': 51296}
latency:  0.00225400924683
request: 4113 {u'default': False, u'output': 1.0, u'query_id': 51298}
latency:  0.00261497497559
request: 4114 {u'default': False, u'output': 1.0, u'query_id': 51300}
latency:  0.00222301483154
request: 4115 {u'default': False, u'output': 0.0, u'query_id': 51301}
latency:  0.00197911262512
request: 4116 {u'default': False, u'output': 0.0, u'query_id': 51303}
latency:  0.0024049282074
request: 4117 {u'default': False, u'output': 1.0, u'query_id': 51305}
latency:  0.00260496139526
request: 4118 {u'default': False, u'output': 1.0, u'query_id': 51308}
latency:  0.0023729801178
request: 4119 {u'default': False, u'output': 1.0, u'query_id': 51310}
latency:  0.00230717658997
request: 4120 {u'default': False, u'output': 1.0, u'query_id': 51311}
latency:  0.00202989578247
request: 4121 {u'default': False, u'output': 1.0, u'query_id': 51314}
latency:  0.00349307060242
request: 4122 {u'default': False, u'output': 1.0, u'query_id': 51316}
latency:  0.00375294685364
request: 4123 {u'default': False, u'output': 0.0, u'query_id': 51318}
latency:  0.00371503829956
request: 4124 {u'default': False, u'output': 1.0, u'query_id': 51320}
latency:  0.00348687171936
request: 4125 {u'default': False, u'output': 1.0, u'query_id': 51322}
latency:  0.00241899490356
request: 4126 {u'default': False, u'output': 0.0, u'query_id': 51324}
latency:  0.00189781188965
request: 4127 {u'default': False, u'output': 1.0, u'query_id': 51326}
latency:  0.00239491462708
request: 4128 {u'default': False, u'output': 0.0, u'query_id': 51327}
latency:  0.00248599052429
request: 4129 {u'default': False, u'output': 1.0, u'query_id': 51329}
latency:  0.00205397605896
request: 4130 {u'default': False, u'output': 0.0, u'query_id': 51332}
latency:  0.00247979164124
request: 4131 {u'default': False, u'output': 0.0, u'query_id': 51333}
latency:  0.00215196609497
request: 4132 {u'default': False, u'output': 0.0, u'query_id': 51336}
latency:  0.00249195098877
request: 4133 {u'default': False, u'output': 0.0, u'query_id': 51338}
latency:  0.0023889541626
request: 4134 {u'default': False, u'output': 1.0, u'query_id': 51339}
latency:  0.00232601165771
request: 4135 {u'default': False, u'output': 1.0, u'query_id': 51341}
latency:  0.0038959980011
request: 4136 {u'default': False, u'output': 1.0, u'query_id': 51344}
latency:  0.00441408157349
request: 4137 {u'default': False, u'output': 1.0, u'query_id': 51346}
latency:  0.003093957901
request: 4138 {u'default': False, u'output': 0.0, u'query_id': 51348}
latency:  0.00181913375854
request: 4139 {u'default': False, u'output': 0.0, u'query_id': 51350}
latency:  0.00243806838989
request: 4140 {u'default': False, u'output': 0.0, u'query_id': 51352}
latency:  0.0021288394928
request: 4141 {u'default': False, u'output': 1.0, u'query_id': 51354}
latency:  0.00217080116272
request: 4142 {u'default': False, u'output': 0.0, u'query_id': 51356}
latency:  0.00226616859436
request: 4143 {u'default': False, u'output': 1.0, u'query_id': 51358}
latency:  0.0025851726532
request: 4144 {u'default': False, u'output': 1.0, u'query_id': 51360}
latency:  0.00331807136536
request: 4145 {u'default': False, u'output': 1.0, u'query_id': 51362}
latency:  0.00270295143127
request: 4146 {u'default': False, u'output': 0.0, u'query_id': 51364}
latency:  0.00275707244873
request: 4147 {u'default': False, u'output': 1.0, u'query_id': 51366}
latency:  0.00188398361206
request: 4148 {u'default': False, u'output': 1.0, u'query_id': 51368}
latency:  0.00281691551208
request: 4149 {u'default': False, u'output': 1.0, u'query_id': 51369}
latency:  0.00374603271484
request: 4150 {u'default': False, u'output': 1.0, u'query_id': 51371}
latency:  0.00248694419861
request: 4151 {u'default': False, u'output': 0.0, u'query_id': 51373}
latency:  0.00250601768494
request: 4152 {u'default': False, u'output': 0.0, u'query_id': 51375}
latency:  0.0036449432373
request: 4153 {u'default': False, u'output': 0.0, u'query_id': 51378}
latency:  0.00213694572449
request: 4154 {u'default': False, u'output': 0.0, u'query_id': 51380}
latency:  0.00334715843201
request: 4155 {u'default': False, u'output': 1.0, u'query_id': 51382}
latency:  0.00264286994934
request: 4156 {u'default': False, u'output': 1.0, u'query_id': 51384}
latency:  0.00247812271118
request: 4157 {u'default': False, u'output': 0.0, u'query_id': 51386}
latency:  0.00226211547852
request: 4158 {u'default': False, u'output': 0.0, u'query_id': 51388}
latency:  0.00254106521606
request: 4159 {u'default': False, u'output': 1.0, u'query_id': 51389}
latency:  0.002032995224
request: 4160 {u'default': False, u'output': 1.0, u'query_id': 51392}
latency:  0.0032320022583
request: 4161 {u'default': False, u'output': 1.0, u'query_id': 51394}
latency:  0.00234985351562
request: 4162 {u'default': False, u'output': 1.0, u'query_id': 51396}
latency:  0.00233507156372
request: 4163 {u'default': False, u'output': 0.0, u'query_id': 51398}
latency:  0.00346899032593
request: 4164 {u'default': False, u'output': 1.0, u'query_id': 51400}
latency:  0.00253009796143
request: 4165 {u'default': False, u'output': 1.0, u'query_id': 51402}
latency:  0.00178694725037
request: 4166 {u'default': False, u'output': 1.0, u'query_id': 51404}
latency:  0.00228905677795
request: 4167 {u'default': False, u'output': 1.0, u'query_id': 51406}
latency:  0.00223898887634
request: 4168 {u'default': False, u'output': 1.0, u'query_id': 51408}
latency:  0.00231218338013
request: 4169 {u'default': False, u'output': 1.0, u'query_id': 51410}
latency:  0.00289297103882
request: 4170 {u'default': False, u'output': 0.0, u'query_id': 51412}
latency:  0.00273108482361
request: 4171 {u'default': False, u'output': 1.0, u'query_id': 51415}
latency:  0.00270700454712
request: 4172 {u'default': False, u'output': 1.0, u'query_id': 51416}
latency:  0.00233912467957
request: 4173 {u'default': False, u'output': 1.0, u'query_id': 51419}
latency:  0.00276112556458
request: 4174 {u'default': False, u'output': 0.0, u'query_id': 51420}
latency:  0.0021698474884
request: 4175 {u'default': False, u'output': 1.0, u'query_id': 51423}
latency:  0.00290608406067
request: 4176 {u'default': False, u'output': 1.0, u'query_id': 51424}
latency:  0.00209999084473
request: 4177 {u'default': False, u'output': 1.0, u'query_id': 51427}
latency:  0.00350189208984
request: 4178 {u'default': False, u'output': 1.0, u'query_id': 51429}
latency:  0.00234985351562
request: 4179 {u'default': False, u'output': 0.0, u'query_id': 51431}
latency:  0.00253391265869
request: 4180 {u'default': False, u'output': 1.0, u'query_id': 51433}
latency:  0.00203585624695
request: 4181 {u'default': False, u'output': 0.0, u'query_id': 51435}
latency:  0.00297594070435
request: 4182 {u'default': False, u'output': 0.0, u'query_id': 51437}
latency:  0.00267004966736
request: 4183 {u'default': False, u'output': 1.0, u'query_id': 51439}
latency:  0.00244617462158
request: 4184 {u'default': False, u'output': 1.0, u'query_id': 51441}
latency:  0.00274205207825
request: 4185 {u'default': False, u'output': 1.0, u'query_id': 51443}
latency:  0.00199103355408
request: 4186 {u'default': False, u'output': 1.0, u'query_id': 51445}
latency:  0.00257301330566
request: 4187 {u'default': False, u'output': 0.0, u'query_id': 51447}
latency:  0.0023558139801
request: 4188 {u'default': False, u'output': 1.0, u'query_id': 51449}
latency:  0.00282406806946
request: 4189 {u'default': False, u'output': 1.0, u'query_id': 51451}
latency:  0.00336599349976
request: 4190 {u'default': False, u'output': 1.0, u'query_id': 51454}
latency:  0.00230979919434
request: 4191 {u'default': False, u'output': 0.0, u'query_id': 51455}
latency:  0.00202298164368
request: 4192 {u'default': False, u'output': 1.0, u'query_id': 51458}
latency:  0.00298690795898
request: 4193 {u'default': False, u'output': 1.0, u'query_id': 51460}
latency:  0.00252294540405
request: 4194 {u'default': False, u'output': 1.0, u'query_id': 51462}
latency:  0.00265002250671
request: 4195 {u'default': False, u'output': 0.0, u'query_id': 51463}
latency:  0.00231790542603
request: 4196 {u'default': False, u'output': 1.0, u'query_id': 51465}
latency:  0.00227117538452
request: 4197 {u'default': False, u'output': 1.0, u'query_id': 51467}
latency:  0.00199007987976
request: 4198 {u'default': False, u'output': 1.0, u'query_id': 51469}
latency:  0.00231099128723
request: 4199 {u'default': False, u'output': 1.0, u'query_id': 51471}
latency:  0.00202298164368
request: 4200 {u'default': False, u'output': 1.0, u'query_id': 51473}
latency:  0.00211191177368
request: 4201 {u'default': False, u'output': 1.0, u'query_id': 51475}
latency:  0.00225496292114
request: 4202 {u'default': False, u'output': 0.0, u'query_id': 51476}
latency:  0.00204086303711
request: 4203 {u'default': False, u'output': 0.0, u'query_id': 51479}
latency:  0.00223708152771
request: 4204 {u'default': False, u'output': 1.0, u'query_id': 51480}
latency:  0.00212001800537
request: 4205 {u'default': False, u'output': 0.0, u'query_id': 51482}
latency:  0.00204300880432
request: 4206 {u'default': False, u'output': 1.0, u'query_id': 51484}
latency:  0.00272798538208
request: 4207 {u'default': False, u'output': 1.0, u'query_id': 51487}
latency:  0.00337314605713
request: 4208 {u'default': False, u'output': 1.0, u'query_id': 51489}
latency:  0.00344491004944
request: 4209 {u'default': False, u'output': 1.0, u'query_id': 51491}
latency:  0.00347495079041
request: 4210 {u'default': False, u'output': 1.0, u'query_id': 51493}
latency:  0.00273585319519
request: 4211 {u'default': False, u'output': 0.0, u'query_id': 51495}
latency:  0.00289583206177
request: 4212 {u'default': False, u'output': 0.0, u'query_id': 51497}
latency:  0.00340795516968
request: 4213 {u'default': False, u'output': 1.0, u'query_id': 51499}
latency:  0.00281286239624
request: 4214 {u'default': False, u'output': 0.0, u'query_id': 51501}
latency:  0.00285291671753
request: 4215 {u'default': False, u'output': 1.0, u'query_id': 51503}
latency:  0.00252914428711
request: 4216 {u'default': False, u'output': 1.0, u'query_id': 51506}
latency:  0.00234699249268
request: 4217 {u'default': False, u'output': 0.0, u'query_id': 51507}
latency:  0.00258803367615
request: 4218 {u'default': False, u'output': 0.0, u'query_id': 51510}
latency:  0.00267481803894
request: 4219 {u'default': False, u'output': 0.0, u'query_id': 51512}
latency:  0.00200605392456
request: 4220 {u'default': False, u'output': 1.0, u'query_id': 51514}
latency:  0.00445818901062
request: 4221 {u'default': False, u'output': 1.0, u'query_id': 51516}
latency:  0.0020649433136
request: 4222 {u'default': False, u'output': 1.0, u'query_id': 51518}
latency:  0.0028669834137
request: 4223 {u'default': False, u'output': 1.0, u'query_id': 51520}
latency:  0.00292205810547
request: 4224 {u'default': False, u'output': 0.0, u'query_id': 51523}
latency:  0.00346517562866
request: 4225 {u'default': False, u'output': 1.0, u'query_id': 51524}
latency:  0.00331997871399
request: 4226 {u'default': False, u'output': 1.0, u'query_id': 51526}
latency:  0.00301289558411
request: 4227 {u'default': False, u'output': 1.0, u'query_id': 51529}
latency:  0.00286412239075
request: 4228 {u'default': False, u'output': 0.0, u'query_id': 51531}
latency:  0.00315999984741
request: 4229 {u'default': False, u'output': 0.0, u'query_id': 51532}
latency:  0.00225710868835
request: 4230 {u'default': False, u'output': 1.0, u'query_id': 51535}
latency:  0.00273704528809
request: 4231 {u'default': False, u'output': 1.0, u'query_id': 51537}
latency:  0.00209093093872
request: 4232 {u'default': False, u'output': 1.0, u'query_id': 51539}
latency:  0.00245404243469
request: 4233 {u'default': False, u'output': 0.0, u'query_id': 51541}
latency:  0.00461006164551
request: 4234 {u'default': False, u'output': 1.0, u'query_id': 51543}
latency:  0.00302004814148
request: 4235 {u'default': False, u'output': 0.0, u'query_id': 51545}
latency:  0.00196504592896
request: 4236 {u'default': False, u'output': 0.0, u'query_id': 51547}
latency:  0.00280690193176
request: 4237 {u'default': False, u'output': 1.0, u'query_id': 51549}
latency:  0.00302600860596
request: 4238 {u'default': False, u'output': 0.0, u'query_id': 51551}
latency:  0.00222301483154
request: 4239 {u'default': False, u'output': 1.0, u'query_id': 51554}
latency:  0.00236010551453
request: 4240 {u'default': False, u'output': 0.0, u'query_id': 51555}
latency:  0.00301790237427
request: 4241 {u'default': False, u'output': 1.0, u'query_id': 51558}
latency:  0.00291395187378
request: 4242 {u'default': False, u'output': 0.0, u'query_id': 51560}
latency:  0.00279998779297
request: 4243 {u'default': False, u'output': 1.0, u'query_id': 51562}
latency:  0.00272798538208
request: 4244 {u'default': False, u'output': 1.0, u'query_id': 51564}
latency:  0.00349497795105
request: 4245 {u'default': False, u'output': 0.0, u'query_id': 51567}
latency:  0.00371599197388
request: 4246 {u'default': False, u'output': 1.0, u'query_id': 51569}
latency:  0.00180792808533
request: 4247 {u'default': False, u'output': 1.0, u'query_id': 51571}
latency:  0.0020649433136
request: 4248 {u'default': False, u'output': 1.0, u'query_id': 51573}
latency:  0.00188899040222
request: 4249 {u'default': False, u'output': 1.0, u'query_id': 51575}
latency:  0.00313091278076
request: 4250 {u'default': False, u'output': 1.0, u'query_id': 51577}
latency:  0.00228095054626
request: 4251 {u'default': False, u'output': 1.0, u'query_id': 51579}
latency:  0.00236701965332
request: 4252 {u'default': False, u'output': 1.0, u'query_id': 51581}
latency:  0.00300598144531
request: 4253 {u'default': False, u'output': 1.0, u'query_id': 51584}
latency:  0.0025360584259
request: 4254 {u'default': False, u'output': 1.0, u'query_id': 51586}
latency:  0.0023820400238
request: 4255 {u'default': False, u'output': 1.0, u'query_id': 51587}
latency:  0.00271201133728
request: 4256 {u'default': False, u'output': 0.0, u'query_id': 51590}
latency:  0.00305080413818
request: 4257 {u'default': False, u'output': 0.0, u'query_id': 51592}
latency:  0.00296688079834
request: 4258 {u'default': False, u'output': 0.0, u'query_id': 51594}
latency:  0.00391483306885
request: 4259 {u'default': False, u'output': 0.0, u'query_id': 51596}
latency:  0.00289916992188
request: 4260 {u'default': False, u'output': 1.0, u'query_id': 51598}
latency:  0.00338006019592
request: 4261 {u'default': False, u'output': 0.0, u'query_id': 51600}
latency:  0.00281310081482
request: 4262 {u'default': False, u'output': 1.0, u'query_id': 51602}
latency:  0.00214004516602
request: 4263 {u'default': False, u'output': 1.0, u'query_id': 51604}
latency:  0.00258421897888
request: 4264 {u'default': False, u'output': 0.0, u'query_id': 51607}
latency:  0.00260090827942
request: 4265 {u'default': False, u'output': 0.0, u'query_id': 51609}
latency:  0.00251197814941
request: 4266 {u'default': False, u'output': 1.0, u'query_id': 51610}
latency:  0.00207114219666
request: 4267 {u'default': False, u'output': 1.0, u'query_id': 51612}
latency:  0.00222206115723
